axis,axis_label,distance_px,region,S,structure_corr,S_measurable,structure_corr_measurable,noise_level,sample_count_structure,noise_source,noise_corr,N,Q,sample_count_noise
z,t,8,all,0.9880163950142163,0.9880163950142163,0.8197925178588336,0.8197925178588336,F2,500000,proxy,0.006140794326325841,0.9938592056736741,0.9819491895413961,500000
z,t,8,foreground,0.9680068565219427,0.9680068565219427,0.7743888426792241,0.7743888426792241,F2,500000,gt,-0.0007638349473779288,0.999236165052622,0.9672674590556298,500000
z,t,8,foreground,0.9680068565219427,0.9680068565219427,0.7743888426792241,0.7743888426792241,F2,500000,proxy,0.011956804671587046,0.988043195328413,0.956432587617753,500000
z,t,8,background,0.9980026227906208,0.9980026227906208,0.5938714234521054,0.5938714234521054,F2,500000,gt,-0.0007753595981375745,0.9992246404018624,0.9972288118780737,500000
z,t,8,background,0.9980026227906208,0.9980026227906208,0.5938714234521054,0.5938714234521054,F2,500000,proxy,0.004047458374558949,0.995952541625441,0.993963248717175,500000
y,y,1,all,0.9733597638190324,0.9733597638190324,0.9091728540707092,0.9091728540707092,F2,500000,gt,-0.00041380914941140876,0.9995861908505886,0.9729569786430953,500000
y,y,1,all,0.9733597638190324,0.9733597638190324,0.9091728540707092,0.9091728540707092,F2,500000,proxy,-0.10362002819298921,0.8963799718070108,0.8725001976501829,500000
y,y,1,foreground,0.9457555810305941,0.9457555810305941,0.8963929901013727,0.8963929901013727,F2,500000,gt,0.0005549037712355604,0.9994450962287644,0.9452307776920131,500000
y,y,1,foreground,0.9457555810305941,0.9457555810305941,0.8963929901013727,0.8963929901013727,F2,500000,proxy,-0.09753775386036684,0.9024622461396332,0.8535087059559638,500000
y,y,1,background,0.9733699073573653,0.9733699073573653,0.8503243276565506,0.8503243276565506,F2,500000,gt,-0.0003906995752626973,0.9996093004247373,0.9729896121479873,500000
y,y,1,background,0.9733699073573653,0.9733699073573653,0.8503243276565506,0.8503243276565506,F2,500000,proxy,-0.102725207939997,0.897274792060003,0.8733802812215443,500000
y,y,2,all,0.9083017247338477,0.9083017247338477,0.766634184540438,0.766634184540438,F2,500000,gt,0.0005276585412173725,0.9994723414587826,0.9078224515707894,500000
y,y,2,all,0.9083017247338477,0.9083017247338477,0.766634184540438,0.766634184540438,F2,500000,proxy,-0.00145470824587133,0.9985452917541286,0.9069804107251382,500000
