epoch,batch,total_loss,loss2neighbor,loss_idt,loss_reg,loss_bg,loss_grad
1,1,25.391300201416016,19.09857940673828,6.269671440124512,230.4759521484375,,
1,2,20.213937759399414,14.638479232788086,5.5543012619018555,211.59103393554688,,
1,3,32.07710647583008,18.46465492248535,13.576894760131836,355.5780029296875,,
1,4,7.77247953414917,3.919635772705078,3.842440128326416,104.03413391113281,,
1,5,4.796056270599365,2.9039974212646484,1.886659860610962,53.99368667602539,,
1,6,4.411593914031982,2.2938942909240723,2.111978530883789,57.209938049316406,,
1,7,2.797191619873047,1.8332645893096924,0.9612177610397339,27.09300422668457,,
1,8,1.7214348316192627,1.344089388847351,0.37530869245529175,20.36818504333496,,
1,9,1.4267669916152954,1.14094877243042,0.2843824326992035,14.358098030090332,,
1,10,2.641256093978882,2.389831781387329,0.25016558170318604,12.585246086120605,,
1,11,1.3852239847183228,1.1778688430786133,0.2064339816570282,9.21106243133545,,
1,12,1.039303183555603,0.885452151298523,0.15310728549957275,7.437776565551758,,
1,13,1.0972685813903809,1.0104752779006958,0.08628097921609879,5.123692512512207,,
1,14,1.3256926536560059,1.1391315460205078,0.18603521585464478,5.259959697723389,,
1,15,1.6788437366485596,1.473570704460144,0.20467422902584076,5.988091945648193,,
1,16,1.13634192943573,1.0801528692245483,0.05587872490286827,3.1033647060394287,,
1,17,1.0355621576309204,0.9309467673301697,0.1042872816324234,3.2812252044677734,,
1,18,1.2333006858825684,1.0759186744689941,0.15687187016010284,5.101561069488525,,
1,19,0.8205921053886414,0.7578637003898621,0.062459222972393036,2.6917381286621094,,
1,20,0.9571869969367981,0.8363175392150879,0.12048535794019699,3.840670108795166,,
1,21,1.3424848318099976,1.2349205017089844,0.10725125670433044,3.1309196949005127,,
1,22,0.7424789667129517,0.6574264764785767,0.08471782505512238,3.3468058109283447,,
1,23,1.128669261932373,1.0714839696884155,0.05684441328048706,3.4093501567840576,,
1,24,0.6469730734825134,0.6009804606437683,0.04573771357536316,2.5495879650115967,,
1,25,0.9214791059494019,0.845270037651062,0.0760139599442482,1.950961709022522,,
1,26,0.5807285308837891,0.5190060138702393,0.061469610780477524,2.529085159301758,,
1,27,0.7039610147476196,0.6626532077789307,0.041118696331977844,1.891251802444458,,
1,28,0.6855822801589966,0.6485488414764404,0.03682982549071312,2.0360405445098877,,
1,29,0.797284722328186,0.7660454511642456,0.031006762757897377,2.324892520904541,,
1,30,1.0141770839691162,0.9352298974990845,0.07871386408805847,2.3329737186431885,,
1,31,0.9122506976127625,0.8618695139884949,0.050228044390678406,1.531358003616333,,
1,32,1.0469028949737549,0.99546217918396,0.051254380494356155,1.8629804849624634,,
1,33,0.8675989508628845,0.8317045569419861,0.03566467761993408,2.297267436981201,,
1,34,1.0060430765151978,0.9387628436088562,0.06702534109354019,2.548232078552246,,
1,35,1.1535619497299194,1.0890228748321533,0.06433240324258804,2.067373514175415,,
1,36,0.9493992924690247,0.8729684352874756,0.07619225978851318,2.386091709136963,,
1,37,0.7297364473342896,0.7024523019790649,0.027117643505334854,1.6648530960083008,,
1,38,0.8981571197509766,0.8699792623519897,0.02798592299222946,1.9191255569458008,,
1,39,1.0076816082000732,0.9719483852386475,0.03550102561712265,2.3227434158325195,,
1,40,0.8224174380302429,0.763888955116272,0.0583329014480114,1.955405354499817,,
1,41,0.9143393635749817,0.8416121006011963,0.07251405715942383,2.132085084915161,,
1,42,0.7209068536758423,0.6384773254394531,0.08220915496349335,2.203319787979126,,
1,43,2.308445453643799,2.2664802074432373,0.04177973046898842,1.854844331741333,,
1,44,0.4378039240837097,0.39494267106056213,0.042668506503105164,1.9274680614471436,,
1,45,0.88431715965271,0.8429386615753174,0.04124968498945236,1.2881091833114624,,
1,46,1.14784574508667,1.1007561683654785,0.046935901045799255,1.536543607711792,,
1,47,1.3105766773223877,1.2648875713348389,0.04548213258385658,2.0698535442352295,,
1,48,0.8049101233482361,0.7488410472869873,0.05587368458509445,1.9540653228759766,,
1,49,1.008377194404602,0.9589934349060059,0.04921626299619675,1.6746879816055298,,
1,50,0.5642365217208862,0.5205161571502686,0.04354047402739525,1.7990515232086182,,
1,51,0.8551360964775085,0.8000404834747314,0.05493757128715515,1.579947590827942,,
1,52,1.0430412292480469,1.0197573900222778,0.023063594475388527,2.2026240825653076,,
1,53,0.9026091694831848,0.8514341115951538,0.05095619335770607,2.1887660026550293,,
1,54,1.1207870244979858,1.0557501316070557,0.06480608880519867,2.3082363605499268,,
1,55,0.7332386374473572,0.7096849083900452,0.02335905283689499,1.9467371702194214,,
1,56,1.0054012537002563,0.9635326862335205,0.04173050820827484,1.3806253671646118,,
1,57,0.5090035200119019,0.4836062788963318,0.02524452470242977,1.5269193649291992,,
1,58,0.9914804100990295,0.9441092014312744,0.047163188457489014,2.0804877281188965,,
1,59,0.6281449198722839,0.6050851345062256,0.022878017276525497,1.8177956342697144,,
1,60,1.0584310293197632,1.0237243175506592,0.03455810993909836,1.4864282608032227,,
1,61,0.6143547892570496,0.5831559300422668,0.030933517962694168,2.6536269187927246,,
1,62,0.7829739451408386,0.7301855087280273,0.05263879895210266,1.4965559244155884,,
1,63,1.0537937879562378,1.0086467266082764,0.04499557241797447,1.515199065208435,,
1,64,0.5938555002212524,0.5725132822990417,0.021214883774518967,1.2731865644454956,,
1,65,0.8113910555839539,0.7645589709281921,0.04666810482740402,1.6395734548568726,,
1,66,0.7892146110534668,0.7415817379951477,0.04746469110250473,1.6819186210632324,,
1,67,0.8241661190986633,0.7716004848480225,0.05239208787679672,1.735870599746704,,
1,68,0.8153152465820312,0.7659082412719727,0.04925508052110672,1.5196044445037842,,
1,69,1.0602390766143799,1.0146151781082153,0.04546491056680679,1.590556263923645,,
1,70,0.8652983903884888,0.8281687498092651,0.0367598831653595,3.6981163024902344,,
1,71,1.2839397192001343,1.2535918951034546,0.030069615691900253,2.7822887897491455,,
1,72,0.8420582413673401,0.8078018426895142,0.0340174064040184,2.3902618885040283,,
1,73,0.6971662044525146,0.6492698192596436,0.04774957895278931,1.468347430229187,,
1,74,0.7343398928642273,0.6861280202865601,0.04806885868310928,1.4300225973129272,,
1,75,0.7860381603240967,0.7516215443611145,0.03430015593767166,1.1644665002822876,,
1,76,0.6102518439292908,0.5870431661605835,0.023034462705254555,1.7422775030136108,,
1,77,1.2115527391433716,1.1610952615737915,0.050219371914863586,2.3808977603912354,,
1,78,0.8863874077796936,0.8453781604766846,0.04088028892874718,1.2898633480072021,,
1,79,0.5553259253501892,0.5301315784454346,0.0250181183218956,1.7627984285354614,,
1,80,0.5934945344924927,0.5686208009719849,0.02468574419617653,1.8798842430114746,,
1,81,0.7726051211357117,0.73097825050354,0.0412328839302063,3.939955949783325,,
1,82,0.5031554698944092,0.48263636231422424,0.020407965406775475,1.111649751663208,,
1,83,0.4548770487308502,0.4174363315105438,0.03726036101579666,1.8036240339279175,,
1,84,0.8676708340644836,0.8273126482963562,0.040208686143159866,1.4945945739746094,,
1,85,0.3951396048069,0.35488587617874146,0.040059544146060944,1.9420162439346313,,
