epoch,batch,total_loss,loss2neighbor,loss_idt,loss_reg,loss_bg
1,1,15.2329683303833,8.556583404541016,6.6566267013549805,197.58448791503906,
1,2,6.860532760620117,5.621609687805176,1.2327897548675537,61.329505920410156,
1,3,3.7084078788757324,2.724780797958374,0.9809048175811768,27.223478317260742,
1,4,2.585723876953125,1.9887323379516602,0.5942755341529846,27.160205841064453,
1,5,1.8521214723587036,1.502787470817566,0.3479360342025757,13.980218887329102,
1,6,2.229114055633545,1.7283554077148438,0.49952998757362366,12.284703254699707,
1,7,1.2524950504302979,1.026185154914856,0.2254767119884491,8.332026481628418,
1,8,1.5619865655899048,1.3032604455947876,0.2580859065055847,6.402657985687256,
1,9,1.1094701290130615,0.906070351600647,0.20288747549057007,5.124091625213623,
1,10,1.3003554344177246,1.10823655128479,0.19165125489234924,4.676749229431152,
1,11,0.9640182852745056,0.8625320196151733,0.10104474425315857,4.415005207061768,
1,12,1.4320933818817139,1.2915605306625366,0.14018797874450684,3.44905161857605,
1,13,1.0359549522399902,0.9368569850921631,0.0988229364156723,2.7507362365722656,
1,14,1.4258018732070923,1.2890398502349854,0.13642022013664246,3.417755603790283,
1,15,0.920490562915802,0.8649038672447205,0.05533992871642113,2.467411994934082,
1,16,0.7415397763252258,0.7087112665176392,0.03268331289291382,1.4520376920700073,
1,17,1.3274091482162476,1.1739892959594727,0.15282337367534637,5.9646453857421875,
1,18,1.1447073221206665,1.092209815979004,0.052357885986566544,1.3962483406066895,
1,19,0.5149596929550171,0.4951861500740051,0.019701356068253517,0.7220644354820251,
1,20,1.3428281545639038,1.2972331047058105,0.04547502100467682,1.2006163597106934,
1,21,0.8129204511642456,0.7822675704956055,0.03057176060974598,0.8113703727722168,
1,22,0.40576979517936707,0.3922234773635864,0.013490507379174232,0.5581678152084351,
1,23,1.59719717502594,1.4803521633148193,0.11632813513278961,5.169318675994873,
1,24,0.44055426120758057,0.4268057346343994,0.013695265166461468,0.5326966643333435,
1,25,1.097401738166809,1.0677037239074707,0.029616832733154297,0.8114758729934692,
1,26,0.7581964135169983,0.7306076288223267,0.027444850653409958,1.4396198987960815,
1,27,1.1604039669036865,1.1256449222564697,0.034644804894924164,1.1422194242477417,
1,28,0.7446334958076477,0.7236539125442505,0.020862039178609848,1.1751681566238403,
1,29,0.8372436761856079,0.8158282041549683,0.021353740245103836,0.6177207827568054,
1,30,0.760254979133606,0.7415093183517456,0.018692944198846817,0.5271059274673462,
1,31,0.5869832038879395,0.5757272243499756,0.0112089142203331,0.47103241086006165,
1,32,0.7881957292556763,0.7695251107215881,0.0185726135969162,0.9796288013458252,
1,33,0.4239390194416046,0.415824830532074,0.008078554645180702,0.3564808666706085,
1,34,0.38740861415863037,0.38034066557884216,0.007038242649286985,0.2969857156276703,
1,35,0.7037771940231323,0.6908349394798279,0.012904142960906029,0.3807147741317749,
1,36,0.5781154632568359,0.5670152306556702,0.011034642346203327,0.6557787656784058,
1,37,0.7623911499977112,0.7493784427642822,0.012972148135304451,0.405269593000412,
1,38,0.4537927806377411,0.44659650325775146,0.007162807509303093,0.334726482629776,
1,39,1.1187201738357544,1.0974407196044922,0.02121632546186447,0.632307231426239,
1,40,0.4190070927143097,0.4124092757701874,0.006568324286490679,0.29503294825553894,
1,41,1.2436476945877075,1.2088196277618408,0.03462531417608261,2.027226209640503,
1,42,0.6305123567581177,0.6210485696792603,0.009408140555024147,0.5566712021827698,
1,43,0.6506761908531189,0.6405313611030579,0.01006080862134695,0.8406897783279419,
1,44,0.7196611762046814,0.7093736529350281,0.010251952335238457,0.35563772916793823,
1,45,0.8436957597732544,0.8317744731903076,0.011878417804837227,0.42883163690567017,
1,46,0.41155242919921875,0.40587085485458374,0.005654980428516865,0.26597946882247925,
1,47,0.8988785743713379,0.8870856761932373,0.011749982833862305,0.42937368154525757,
1,48,0.89662766456604,0.8840892314910889,0.012494624592363834,0.43803226947784424,
1,49,0.6554780006408691,0.6439478397369385,0.011446571908891201,0.8353608846664429,
1,50,0.4754662811756134,0.46861010789871216,0.006812690291553736,0.43488800525665283,
1,51,1.0339537858963013,1.010422945022583,0.02336282655596733,1.68010413646698,
1,52,0.8584238290786743,0.8444132804870605,0.01395178772509098,0.5875667929649353,
1,53,1.1525946855545044,1.1351792812347412,0.017339235171675682,0.7616479992866516,
1,54,0.5331767797470093,0.5275113582611084,0.005638510454446077,0.2688364088535309,
1,55,0.47803083062171936,0.4709351658821106,0.007062375545501709,0.33297792077064514,
1,56,0.47047221660614014,0.4622599482536316,0.008160450495779514,0.5183551907539368,
1,57,0.8913211822509766,0.8647855520248413,0.026342958211898804,1.9265023469924927,
1,58,0.6890753507614136,0.6749899983406067,0.013954613357782364,1.3070975542068481,
1,59,0.6780768632888794,0.6643851399421692,0.013598687946796417,0.9302670359611511,
1,60,0.6923104524612427,0.6758297681808472,0.016346406191587448,1.3431203365325928,
1,61,0.8427335619926453,0.8133215308189392,0.029181713238358498,2.3031160831451416,
1,62,1.208404541015625,1.1895582675933838,0.01877491921186447,0.714607834815979,
1,63,0.6851078867912292,0.6709976196289062,0.013981878757476807,1.284155011177063,
1,64,0.84343421459198,0.8286948204040527,0.014674420468509197,0.6499404311180115,
1,65,0.9157590270042419,0.8996618390083313,0.016030460596084595,0.6672004461288452,
1,66,0.6814668774604797,0.6643553972244263,0.016950316727161407,1.6117379665374756,
1,67,0.4957627058029175,0.4882260859012604,0.007493935525417328,0.42680293321609497,
1,68,0.4294304847717285,0.42175886034965515,0.007614138536155224,0.5747995972633362,
1,69,1.2442033290863037,1.221458911895752,0.022644037380814552,1.0041754245758057,
1,70,0.8165714740753174,0.8000692129135132,0.016294337809085846,2.0789458751678467,
1,71,1.091596245765686,1.0740913152694702,0.01743495836853981,0.6998421549797058,
1,72,1.2895524501800537,1.2643215656280518,0.02512630634009838,1.0459039211273193,
1,73,0.7592687010765076,0.7477875351905823,0.011440033093094826,0.4111763536930084,
1,74,0.6294195055961609,0.6173741221427917,0.011935226619243622,1.101638913154602,
1,75,0.7574216723442078,0.7462929487228394,0.011091289110481739,0.37431439757347107,
1,76,0.7353343367576599,0.7242129445075989,0.011005101725459099,1.1628655195236206,
1,77,0.7484958171844482,0.7374677062034607,0.010990161448717117,0.3796750605106354,
1,78,1.224737524986267,1.2027761936187744,0.021852463483810425,1.0882477760314941,
1,79,0.5949002504348755,0.5836905837059021,0.011115591041743755,0.9405646324157715,
1,80,1.040880799293518,1.0222169160842896,0.018593531101942062,0.7033774256706238,
1,81,0.9220798015594482,0.9048150777816772,0.017200268805027008,0.644239068031311,
1,82,0.5229821801185608,0.5116884708404541,0.011212049052119255,0.8167562484741211,
1,83,0.5942157506942749,0.582849383354187,0.011275475844740868,0.9087830185890198,
1,84,0.7048830986022949,0.6937043070793152,0.01107433345168829,1.0450317859649658,
1,85,0.803479015827179,0.7724863886833191,0.03070971928536892,2.828932046890259,
1,86,0.5697124004364014,0.5601373314857483,0.009548156522214413,0.2692343294620514,
1,87,1.06769859790802,1.044480800628662,0.02313590608537197,0.8185369372367859,
1,88,0.6254099011421204,0.6149526238441467,0.010428572073578835,0.28714925050735474,
